model_code|version_name|spec_category|spec_key|spec_value|spec_unit|source_document|source_url|source_page|source_bbox|source_block_id|confidence
VF 2||Tính năng thông minh|Thanh toán phí sạc qua mã QR trên ứng dụng điện thoại|Có||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Khung gầm|Hệ thống treo (trước/sau)|Macpherson/Macpherson||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Khung gầm|Hệ thống phanh (trước/sau)|Đĩa/tang trống||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Kích thước|length_mm|13|mm|vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Khung gầm|Bộ và lốp|Phụ kiện chính hãng||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Khung gầm|Bộ dụng cụ kích xe|Phụ kiện chính hãng||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Nội thất & Tiện nghi|Hệ thống điều hòa|Máy lạnh, chỉnh cơ||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Nội thất & Tiện nghi|Màn hình thông tin lái|7 inch||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Nội thất & Tiện nghi|Hệ thống âm thanh|2 loa||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Nội thất & Tiện nghi|Chức năng giải trí|FM||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Nội thất & Tiện nghi|Ghế lái|Chỉnh cơ 4 hướng||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Nội thất & Tiện nghi|Móc cố định ghế trẻ em ISOFIX|Có||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Nội thất & Tiện nghi|Bọc ghế|Nỉ||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||Nội thất & Tiện nghi|Gương chiếu hậu trong xe|Chế độ ngày & đêm||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||An toàn & An ninh|airbags|Có||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||An toàn & An ninh|Hệ thống chống bó cứng phanh (ABS)|Có||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||An toàn & An ninh|Chức năng phân phối lực phanh điện tử (EBD)|Có||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
VF 2||An toàn & An ninh|Kiểm soát lực kéo (TCS)|Có||vf2_brochure|https://static-cms-prod.vinfastauto.com/brochure_vf_2.pdf|2|[21.0, 595.3, 188.8, 595.3]|p02_b02|0.4
